accession	species	ST	Bla_acquired	Bla_ESBL_acquired	Bla_Carb_acquired	AGly_acquired	Flq_acquired	Tet_acquired	Sul_acquired	virulence_score	resistance_score
ERR3844777	Klebsiella pneumoniae	ST2248	-	-	-	-	-	-	-	0	0
ERR3891001	Klebsiella pneumoniae	ST377	-	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aadA^;strA.v1;strB.v1	-	-	sul1*?;sul2	1	3
ERR3891009	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	tet(D)	sul1	4	1
ERR3891011	Klebsiella pneumoniae	ST377	-	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aadA^;strA.v1;strB.v1	-	-	sul1*?;sul2	1	3
ERR3891014	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	tet(D)	sul1	4	2
ERR3891038	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	tet(D)	sul1	4	2
ERR3891047	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	tet(D)	sul1	4	2
ERR3891057	Klebsiella pneumoniae	ST14	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	sul1	1	2
ERR3891071	Klebsiella pneumoniae	ST2096	OXA-1	-	OXA-48	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	sul1	4	2
ERR3891072	Klebsiella pneumoniae	ST2096	OXA-1	-	OXA-48	aac(6')-Ib-cr.v2;sat-2	-	-	-	1	2
ERR3891073	Klebsiella pneumoniae	ST2096	OXA-1	-	-	aac(6')-Ib-cr.v2;sat-2	-	-	-	1	0
ERR3891074	Klebsiella pneumoniae	ST14	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aadA*;aadA2;aph(3')-VI;armA;sat-2	-	tet(A).v1	sul1	1	3
ERR3891076	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	tet(D)	sul1	4	1
ERR3891104	Klebsiella pneumoniae	ST2096	OXA-1	-	OXA-48	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	sul1	4	2
ERR3891113	Klebsiella pneumoniae	ST643	-	-	-	-	-	-	-	0	0
ERR3891133	Klebsiella pneumoniae	ST2096	OXA-1	-	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	-	sul1	4	3
ERR3891149	Klebsiella pneumoniae	ST2096	OXA-1	-	OXA-48	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	sul1	4	2
ERR3891153	Klebsiella pneumoniae	ST377	-	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aadA^;strA.v1;strB.v1	-	-	sul1*?;sul2	1	3
ERR3891170	Klebsiella pneumoniae	ST280	OXA-1	CTX-M-15	OXA-48	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1^	sul2	0	2
ERR3891193	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	tet(D)	sul1	4	2
ERR3891201	Klebsiella pneumoniae	ST101	-	CTX-M-15	OXA-48	aac(3)-IIa.v1^	-	tet(D)	-	1	3
ERR3891209	Klebsiella pneumoniae	ST14	OXA-1;TEM-1D.v1^	-	NDM-1;OXA-48	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	sul1*;sul2	1	2
ERR3891216	Klebsiella pneumoniae	ST2096	OXA-1	-	OXA-48	aac(6')-Ib-cr.v2;sat-2	-	-	-	1	2
ERR3904506	Klebsiella pneumoniae	ST3057	-	-	-	-	-	-	-	1	0
ERR3904538	Klebsiella pneumoniae	ST323	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	0	1
ERR3904549	Klebsiella pneumoniae	ST525	TEM-1D.v1^	-	-	aadA2;aph3-Ia.v1^	qnrS1	tet(A).v1	sul1	0	0
ERR3904658	Klebsiella variicola subsp. variicola	ST4312	-	-	-	-	-	-	-	1	0
ERR3904691	Klebsiella pneumoniae	ST200	-	-	-	-	-	-	-	0	0
ERR3931804	Klebsiella pneumoniae	ST256	-	-	-	-	-	-	-	0	0
ERR3931850	Klebsiella pneumoniae	ST1537	-	-	-	-	-	-	-	0	0
ERR3931862	Klebsiella pneumoniae	ST37	-	-	-	-	-	-	-	0	0
ERR3931866	Klebsiella variicola subsp. variicola	ST4174	-	-	-	-	-	-	-	0	0
ERR3931871	Klebsiella variicola subsp. variicola	ST595-1LV	-	-	-	-	-	-	-	0	0
ERR3931933	Klebsiella pneumoniae	ST774	-	-	-	-	-	-	-	0	0
ERR3931946	Klebsiella variicola subsp. variicola	ST454	-	-	-	-	-	-	-	0	0
ERR3931958	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST526	-	-	-	-	-	-	-	0	0
ERR3932005	Klebsiella pneumoniae	ST2	-	-	-	-	-	-	-	1	0
ERR3932030	Klebsiella pneumoniae	ST3068	-	OXY-6-2*	-	-	-	-	-	1	1
ERR3932051	Klebsiella pneumoniae	ST661	-	-	-	-	-	-	-	0	0
ERR3932081	Klebsiella pneumoniae	ST1948	-	-	-	-	-	-	-	1	0
ERR3932147	Klebsiella pneumoniae	ST661	-	-	-	-	-	-	-	0	0
ERR3932163	Klebsiella pneumoniae	ST2396	-	-	-	-	-	-	-	0	0
ERR3932170	Klebsiella pneumoniae	ST103-2LV	-	-	-	-	-	-	-	0	0
ERR3932187	Klebsiella pneumoniae	ST1408	-	-	-	-	-	-	-	0	0
ERR3932195	Klebsiella pneumoniae	ST1545	-	-	-	-	-	-	-	0	0
ERR3932197	Klebsiella quasipneumoniae subsp. similipneumoniae	ST369	-	-	-	-	-	-	-	0	0
ERR3932207	Klebsiella pneumoniae	ST881-1LV	-	-	-	-	-	-	-	0	0
ERR3932215	Klebsiella variicola subsp. variicola	ST1181	-	-	-	-	-	-	-	0	0
ERR3932272	Klebsiella pneumoniae	ST2407	-	-	-	-	-	-	-	0	0
ERR3932286	Klebsiella pneumoniae	ST490	-	-	-	-	-	-	-	3	0
ERR3932298	Klebsiella pneumoniae	ST307-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
ERR3967808	Klebsiella variicola subsp. variicola	ST363	-	-	-	-	-	-	-	0	0
ERR3967810	Klebsiella variicola subsp. variicola	ST363	-	-	-	-	-	-	-	0	0
ERR3967814	Klebsiella pneumoniae	ST211	-	-	-	-	-	-	-	1	0
ERR3967838	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST2749-2LV	-	-	-	-	-	-	-	0	0
ERR3967849	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST2421-1LV	-	-	-	-	-	-	-	0	0
ERR3967853	Klebsiella variicola subsp. variicola	ST4079-3LV	-	-	-	-	-	-	-	0	0
ERR3967857	Klebsiella variicola subsp. variicola	ST2456-1LV	-	-	-	-	-	-	-	0	0
ERR3967870	Klebsiella pneumoniae	ST66-3LV	-	-	-	-	-	-	-	0	0
ERR3967887	Klebsiella pneumoniae	ST515	-	-	-	-	-	-	-	0	0
ERR3967888	Klebsiella pneumoniae	ST1726	-	-	-	aadA^	-	-	sul1	0	0
ERR3967933	Klebsiella variicola subsp. variicola	ST1845	-	-	-	-	-	-	-	0	0
ERR4008003	Klebsiella pneumoniae	ST66	-	-	-	-	-	-	-	5	0
ERR4008040	Klebsiella pneumoniae	ST17	TEM-1D.v1^	CTX-M-15	OXA-181	aac(3)-IId^;aadA2;aph3-Ia.v1;rmtB;strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(G).v1	-	1	2
ERR4013561	Klebsiella pneumoniae	ST34-1LV	-	-	-	strA.v1;strB.v1	-	-	sul2	0	0
ERR4013575	Klebsiella pneumoniae	ST37	-	-	-	-	-	-	-	1	0
ERR4014165	Klebsiella pneumoniae	ST13	-	-	-	-	-	tet(D)	-	1	0
ERR4014362	Klebsiella pneumoniae	ST485	-	-	-	-	-	-	-	1	0
ERR4014480	Klebsiella pneumoniae	ST3663-1LV	-	-	-	-	-	-	-	1	0
ERR4014483	Klebsiella pneumoniae	ST4435	-	-	-	-	-	-	-	0	0
ERR4014527	Klebsiella pneumoniae	ST391	TEM-1D.v1^	-	-	strA.v1^;strB.v1	-	-	sul2*	1	0
ERR4014647	Klebsiella pneumoniae	ST36	-	-	-	-	-	-	-	0	0
ERR4014664	Klebsiella pneumoniae	ST391	TEM-1D.v1^	-	-	strA.v1^;strB.v1	-	-	sul2*	1	0
ERR4019941	Klebsiella pneumoniae	ST163	DHA-1	CTX-M-9	-	aadA5	qnrB4	-	sul1	0	1
ERR4022900	Klebsiella pneumoniae	ST309	-	-	-	-	-	-	-	0	0
ERR4022967	Klebsiella pneumoniae	ST378-1LV	-	-	-	-	-	-	-	0	0
ERR4022989	Klebsiella variicola subsp. variicola	ST360	-	-	-	-	-	-	-	0	0
ERR4022997	Klebsiella variicola subsp. variicola	ST360	-	-	-	-	-	-	-	0	0
ERR4023034	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST4419-1LV	-	-	-	-	-	-	-	0	0
ERR4023035	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST1246	-	-	-	-	-	-	-	0	0
ERR4023043	Klebsiella pneumoniae	ST1440-1LV	-	-	-	aadA2	-	-	sul1^	0	0
ERR4023047	Klebsiella pneumoniae	ST20	-	-	-	strA.v1;strB.v1	-	-	-	0	0
ERR4023055	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST978	-	-	-	-	-	-	-	0	0
ERR4023068	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST4419-1LV	-	-	-	-	-	-	-	0	0
ERR4023074	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST4419-1LV	-	-	-	-	-	-	-	0	0
ERR4023085	Klebsiella quasipneumoniae subsp. similipneumoniae	ST961-3LV	-	-	-	-	-	-	-	0	0
ERR4023086	Klebsiella pneumoniae	ST290	-	-	-	-	-	-	-	1	0
ERR4023126	Klebsiella pneumoniae	ST828-2LV	-	-	-	-	-	-	-	0	0
ERR4023144	Klebsiella variicola subsp. variicola	ST355	-	-	-	-	-	-	-	0	0
ERR4023145	Klebsiella variicola subsp. variicola	ST710-1LV	-	-	-	-	-	-	-	0	0
ERR4023796	Klebsiella pneumoniae	ST1	-	-	KPC-2;NDM-1	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	-	sul1;sul1	0	2
ERR4023819	Klebsiella pneumoniae	ST15	TEM-1D.v1^	-	KPC-2;NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1	qnrS1	-	sul1;sul2	1	2
ERR4023969	Klebsiella pneumoniae	ST656	-	-	KPC-2	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(D)	sul1;sul1	1	2
ERR4024008	Klebsiella pneumoniae	ST359	OXA-1;TEM-1D.v1^	CTX-M-15;CTX-M-27	NDM-1	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	-	sul2	0	2
ERR4024068	Klebsiella pneumoniae	ST2817	-	-	-	-	-	-	-	0	0
ERR4045507	Klebsiella pneumoniae	ST15-1LV	TEM-1D.v1^	-	KPC-2;NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1	qnrS1	tet(D)*	sul1;sul2	1	2
ERR4045536	Klebsiella pneumoniae	ST685	OXA-1	CTX-M-14	NDM-4	aac(3)-IId^;aac(6')-Ib'.v1;aac(6')-Ib-cr.v2^;aadA*;aph3-Ia.v1^;strA.v1^;strB.v1	qnrS1	-	sul1;sul2	0	2
ERR4045546	Klebsiella pneumoniae	ST36	LAP-2;TEM-1D.v1^	CTX-M-14	-	strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(D)	sul1;sul2	0	1
ERR4045861	Klebsiella pneumoniae	ST700	LAP-2	-	NDM-4	aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	qnrS1	tet(A).v2	sul2	3	2
ERR4045871	Klebsiella pneumoniae	ST49	LAP-2	-	-	-	qnrS1	tet(A).v1	sul2	0	0
ERR4045881	Klebsiella pneumoniae	ST34	LAP-2;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;strA.v1*	qnrS1	-	sul1;sul2	0	2
ERR4045936	Klebsiella pneumoniae	ST15	-	ADC-11*;CTX-M-15	NDM-4;OXA-70	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA16*	-	tet(A).v1	sul1	1	2
ERR4046018	Klebsiella pneumoniae	ST656	-	-	KPC-2	aac(6')-Ib-cr.v2;aadA16*;aph(3')-IIc*	qnrB6^	tet(D)	sul1	1	2
ERR4046080	Klebsiella pneumoniae	ST1	-	-	KPC-2;NDM-1	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	-	sul1;sul1	0	2
ERR4046146	Klebsiella pneumoniae	ST252	TEM-1D.v1^	-	KPC-2	aac(6')-Ib-cr.v2^;aadA16*;aph(3'')-Ib;strB.v1^	qnrS1	tet(D)	sul1	0	2
ERR4046294	Klebsiella pneumoniae	ST656	-	-	KPC-2	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(D)	sul1;sul1	1	2
ERR4046310	Klebsiella pneumoniae	ST656	-	-	KPC-2	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(D)	sul1;sul1	1	2
ERR4046441	Klebsiella pneumoniae	ST3299	LAP-2;OXA-1;TEM-1D.v1^	CTX-M-14;CTX-M-15	NDM-4	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph3-Ia.v1^	qnrS1	tet(A).v1	sul1	1	2
ERR4046517	Klebsiella pneumoniae	ST656	-	-	KPC-2	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(D)	sul1;sul1	1	2
ERR4046745	Klebsiella pneumoniae	ST392	OXA-1	CTX-M-15;SHV-12	NDM-4	aac(6')-Ib'.v1;aadA*;strA.v1*;strB.v1*	qnrB1.v2^	-	sul2	0	2
ERR4095890	Klebsiella pneumoniae	ST162-3LV	OXA-1	-	-	aac(6')-Ib-cr.v2;aadA5;strA.v1;strB.v1	-	-	sul1	0	0
ERR4095917	Klebsiella pneumoniae	ST78	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2	qnrB1.v2^	tet(D)	sul1	1	2
ERR4095934	Klebsiella pneumoniae	ST78	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2	qnrB1.v2^	tet(D)	sul1	1	2
ERR4095935	Klebsiella pneumoniae	ST78	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2	qnrB1.v2^	tet(D)	sul1	1	2
ERR4095951	Klebsiella pneumoniae	ST3511-1LV	-	-	-	-	-	-	-	0	0
ERR4095960	Klebsiella pneumoniae	ST76	TEM-1D.v1^	-	NDM-5	rmtB	-	-	sul1	0	2
ERR4095962	Klebsiella pneumoniae	ST513	-	-	-	-	-	-	sul1	1	0
ERR4095969	Klebsiella pneumoniae	ST336	OXA-1	CTX-M-15	OXA-48	aac(6')-Ib-cr.v2	-	-	-	1	2
ERR4095980	Klebsiella pneumoniae	ST225	-	-	-	-	-	-	-	0	0
ERR4095982	Klebsiella pneumoniae	ST78	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2	qnrB1.v2^	tet(D)	sul1	1	2
ERR4096035	Klebsiella pneumoniae	ST628	-	-	-	-	-	-	-	0	0
ERR4139189	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST978	-	SHV-12	-	aph3-Ia.v1^;strA.v1;strB.v1	qnrB19^	-	-	0	1
ERR4139237	Klebsiella pneumoniae	ST656-1LV	TEM-1D.v1^	CTX-M-15	KPC-2;NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA16*;strA.v1^;strB.v1	qnrB6^;qnrS1	tet(D)	sul1;sul1;sul2	1	3
ERR4139272	Klebsiella pneumoniae	ST685	LAP-2;TEM-1D.v1^	CTX-M-14;CTX-M-15	NDM-4	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;strA.v1^;strB.v1	qnrS1	tet(D)	sul1;sul2	0	2
ERR4139278	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST144-2LV	DHA-1*	CTX-M-14	NDM-5	aadA16*	qnrB4;qnrS1	-	sul1	0	2
ERR4139325	Klebsiella quasipneumoniae subsp. similipneumoniae	ST2909	TEM-1D.v1^	CTX-M-3	NDM-1	aac(6')-Ib-cr.v2;aadA16*	qnrS1	tet(A).v1	sul1	0	2
ERR4162936	Klebsiella pneumoniae	ST394	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR4163024	Klebsiella pneumoniae	ST39-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(D)	sul2	0	1
ERR4163033	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1473	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aadA16*;strA.v1^;strB.v1	qnrS1	tet(A).v1	sul1;sul2	0	1
ERR4163052	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1308	DHA-1;TEM-1D.v1^	-	-	aac(3)-IId^;strA.v1;strB.v1	qnrB4	-	sul1;sul2	0	0
ERR4163059	Klebsiella pneumoniae	ST3328	TEM-1D.v1^	CTX-M-27	-	strB.v1	qnrS1	tet(A).v1	sul1;sul2	0	1
ERR4197949	Klebsiella pneumoniae	ST297	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1*	sul2	1	1
ERR4198049	Klebsiella pneumoniae	ST1962	-	-	-	-	-	-	-	0	0
ERR4198050	Klebsiella pneumoniae	ST4384	-	-	-	-	-	-	-	0	0
ERR4198051	Klebsiella pneumoniae	ST187	-	-	-	-	-	-	-	0	0
ERR4198061	Klebsiella pneumoniae	ST1307	-	-	-	-	-	-	-	1	0
ERR4198063	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1308	TEM-1D.v1^	-	-	-	-	tet(D)	sul2	0	0
ERR4198078	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1770	-	-	-	-	-	-	-	0	0
ERR4198085	Klebsiella quasipneumoniae subsp. similipneumoniae	ST3318	-	-	-	-	-	-	-	0	0
ERR4198099	Klebsiella quasipneumoniae subsp. similipneumoniae	ST488-2LV	-	-	-	-	-	-	-	0	0
ERR4198104	Klebsiella pneumoniae	ST188	-	-	-	-	-	-	-	0	0
ERR4198126	Klebsiella pneumoniae	ST1180	-	-	-	-	-	-	-	0	0
ERR4198135	Klebsiella pneumoniae	ST502	-	-	-	strA.v1;strB.v1	-	-	-	0	0
ERR4223535	Klebsiella pneumoniae	ST23	-	-	-	-	-	-	-	5	0
ERR4228898	Klebsiella pneumoniae	ST2703	-	CTX-M-15	-	aadA5	-	-	sul1	0	1
ERR4228925	Klebsiella variicola subsp. variicola	ST1023	-	-	-	-	-	-	-	0	0
ERR4228933	Klebsiella pneumoniae	ST4253	AmpC1*;TEM-1D.v1^	-	-	aadA1.v1^;strA.v1^;strB.v1?	-	tet(A).v1	sul1;sul2*	4	0
ERR4228972	Klebsiella pneumoniae	ST603	-	-	-	-	-	-	-	0	0
ERR4229022	Klebsiella variicola subsp. variicola	0	-	-	-	strA.v1;strB.v1	-	tet(B).v2*	-	1	0
ERR4229136	Klebsiella pneumoniae	ST3139-1LV	AmpC1*;TEM-1D.v1^	-	OXA-23	aadA2^;aadA^;strA.v1^;strB.v1	qnrD1	tet(A).v1;tet(B).v2*	sul1;sul2;sul3	4	2
ERR4244385	Klebsiella pneumoniae	ST321	-	-	-	-	qnrS1	-	-	0	0
ERR4244685	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST2351-3LV	TEM-1D.v1^	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	2
ERR4280154	Klebsiella pneumoniae	ST29	OXA-1;TEM-1D.v1^	CTX-M-15	IMP-1^	aac(3)-IIa.v1^;aac(6')-IIc;strB.v1	qnrA1^;qnrB1.v2^	tet(A).v1	sul1;sul2	0	3
ERR4280176	Klebsiella pneumoniae	ST1026	DHA-1;TEM-1D.v1^	-	IMP-1^	aac(6')-IIc;aac(6')-Ib4;strA.v1;strB.v1	qnrA1^;qnrB4	-	sul1	0	3
ERR4367486	Klebsiella pneumoniae	ST500	TEM-1D.v1^	CTX-M-3	-	aph3-Ia.v1;strA.v1^;strB.v1	qnrS1	tet(A).v2	sul2*	0	1
ERR4367495	Klebsiella pneumoniae	ST1436	-	-	-	-	-	-	-	0	0
ERR4367504	Klebsiella pneumoniae	ST34-1LV	-	-	-	-	-	-	-	0	0
ERR4367507	Klebsiella pneumoniae	ST2433	-	CTX-M-14	-	aac(3)-IId^	qnrS1	tet(A).v1*;tetM.v1*	sul2	0	1
ERR4367510	Klebsiella pneumoniae	ST661	-	-	-	-	-	-	-	0	0
ERR4367527	Klebsiella pneumoniae	ST2141-1LV	LAP-2	-	-	-	qnrS1	tet(A).v1^	-	0	0
ERR4367535	Klebsiella pneumoniae	ST727	LAP-2	-	-	aadA2^	qnrS1	tet(A).v1	sul1^	0	0
ERR4367544	Klebsiella pneumoniae	ST873	-	-	-	-	-	-	-	0	0
ERR4367546	Klebsiella pneumoniae	ST399	-	-	-	-	-	-	-	0	0
ERR4367548	Klebsiella pneumoniae	ST1656-1LV	-	-	-	strA.v1;strB.v1	-	tet(A).v1	sul1	0	0
ERR4367549	Klebsiella pneumoniae	ST1634	-	-	-	-	-	-	-	0	0
ERR4367558	Klebsiella pneumoniae	ST200	-	-	-	-	-	-	-	0	0
ERR4367598	Klebsiella pneumoniae	ST2113	-	-	-	-	-	-	-	0	0
ERR4367620	Klebsiella pneumoniae	ST111-2LV	-	-	-	-	-	-	-	1	0
ERR4367630	Klebsiella pneumoniae	ST77-1LV	-	-	-	-	-	-	-	0	0
ERR4367636	Klebsiella pneumoniae	ST1966	-	-	-	-	-	-	-	0	0
ERR4367662	Klebsiella pneumoniae	ST239-2LV	-	-	-	-	-	tet(D)	sul2	0	0
ERR4367667	Klebsiella pneumoniae	ST322	-	-	-	-	-	tet(A).v1	-	1	0
ERR4367668	Klebsiella pneumoniae	ST3056	-	-	-	-	-	-	-	0	0
ERR4367689	Klebsiella pneumoniae	ST36	-	-	-	aac(3)-IId^;aadA17*	qnrS1	-	-	0	0
ERR4367696	Klebsiella pneumoniae	ST3669-1LV	-	-	-	strA.v1^;strB.v1	-	tet(A).v1	sul2	0	0
ERR4372140	Klebsiella pneumoniae	ST2760	-	-	OXA-48	-	-	-	-	0	2
ERR4374660	Klebsiella pneumoniae	ST2004	-	-	-	-	-	-	-	0	0
ERR4374726	Klebsiella pneumoniae	ST1198	-	-	-	-	-	-	-	0	0
ERR4374734	Klebsiella pneumoniae	ST309	-	-	-	aadA^	-	tet(D)	sul1	0	0
ERR4374741	Klebsiella pneumoniae	ST661	-	-	-	-	-	-	-	0	0
ERR4374763	Klebsiella pneumoniae	ST969	-	-	-	-	-	-	-	0	0
ERR4405771	Klebsiella pneumoniae	ST103-2LV	AmpC1*;TEM-1D.v1^	-	-	aadA11.v1*;aadA2^;strA.v1;strB.v1	-	tet(A).v1*	sul1;sul2*	0	0
ERR4425355	Klebsiella pneumoniae	ST11	TEM-1D.v1^	CTX-M-15	-	aadA2;strA.v1^;strB.v1	-	-	sul1;sul2	1	1
ERR4463187	Klebsiella pneumoniae	ST152	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA1.v1^;strA.v1^;strB.v1	-	tet(D)	sul1;sul2	1	1
ERR4463188	Klebsiella pneumoniae	ST405	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	1
ERR4463227	Klebsiella variicola subsp. variicola	ST641	-	-	-	-	-	-	-	0	0
ERR4463232	Klebsiella pneumoniae	ST230	-	-	-	-	-	-	-	1	0
ERR4463254	Klebsiella pneumoniae	ST587	-	-	-	-	-	-	-	0	0
ERR4463267	Klebsiella variicola subsp. variicola	ST347	-	-	-	-	-	-	-	0	0
ERR4463357	Klebsiella pneumoniae	ST657-1LV	-	-	-	-	-	-	-	0	0
ERR4463361	Klebsiella pneumoniae	ST292	-	-	-	-	-	-	-	1	0
ERR4463372	Klebsiella pneumoniae	ST1107	-	-	-	-	-	-	-	0	0
ERR4463380	Klebsiella pneumoniae	ST1727	-	-	-	-	-	-	-	0	0
ERR4463440	Klebsiella pneumoniae	ST268	-	-	-	-	-	-	-	5	0
ERR4463458	Klebsiella pneumoniae	ST395	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	qnrS1	tet(A).v1	sul1	1	1
ERR4463491	Klebsiella pneumoniae	ST45	-	-	OXA-48	-	-	tet(D)	-	1	2
ERR4463502	Klebsiella pneumoniae	ST4	TEM-1D.v1^	CTX-M-15	-	aph3-Ia.v1^;strA.v1^;strB.v1	qnrS1	tet(A).v1	sul1;sul2*	1	1
ERR4463512	Klebsiella pneumoniae	ST11	DHA-1;OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2*;aadA*	qnrB4	-	sul1;sul1	1	1
ERR4465096	Klebsiella pneumoniae	ST392	-	CTX-M-15	-	-	-	-	-	0	1
ERR4465110	Klebsiella pneumoniae	ST327	TEM-1D.v1^	CTX-M-15	-	-	qnrS1	tet(A).v1	sul1	0	1
ERR4465122	Klebsiella pneumoniae	ST20	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR4465134	Klebsiella pneumoniae	ST299	-	-	-	-	-	-	-	0	0
ERR4465138	Klebsiella variicola subsp. variicola	ST1397	-	-	-	-	-	-	-	0	0
ERR4465156	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST2010	-	CTX-M-15	-	aadA2^;aph3-Ia.v1^;strA.v1*	qnrS1	tet(A).v1	sul1;sul2	0	1
